Name,Region_1depth_Name,Region_2depth_Name,Region_3depth_Name,Category,Latitude,Longitude
맘스브레드 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 제과,베이커리",35.86553112,127.1292477
라보테 송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 양식,35.8653934,127.1213054
쭈꾸미신화 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선",35.86483741,127.12732
맛본가,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 오리",35.85964,127.1263551
밥상위의한우 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86666529,127.1305538
풍년제과 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 간식 > 제과,베이커리",35.86287658,127.1270423
평화한우 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86578586,127.1270071
KFC 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 패스트푸드 > KFC,35.86415427,127.1221029
동대문엽기떡볶이 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,35.86353211,127.1267411
램가든,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86638267,127.128536
석산참숯가마삼겹살 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 삼겹살",35.8661923,127.1235753
후켄치킨 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 치킨,35.86660618,127.1310387
꿀순이앤꿀돌이 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기",35.86039699,127.1264095
맥도날드 전주송천DT점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 패스트푸드 > 맥도날드,35.86502321,127.1219714
다미,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 찌개,전골",35.86100584,127.1259332
김가네보쌈족발,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 족발,보쌈",35.86570296,127.1235347
60계 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 치킨 > 60계,35.86342319,127.1308175
일품대패 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 삼겹살 > 일품대패",35.86358076,127.1267577
천마민물숯불장어 천마본점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 장어",35.86525576,127.1296934
완미족발 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 완미족발",35.86171739,127.1263551
콩나루콩나물국밥 송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 한식 > 국밥,35.8608786,127.1226061
생생면옥,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 한식 > 국수 > 칼국수,35.86248843,127.1259079
양평해장국 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 해장국,35.86647346,127.1328953
정담떡방,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 간식 > 떡,한과",35.86115356,127.1234081
새우락 본점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식 > 떡볶이,35.86169488,127.1263274
노랑고래 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 간식 > 제과,베이커리",35.86334854,127.1273198
일등한우정육식당,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86595941,127.1265202
꽈배기진 송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 간식,35.8595675,127.1267336
한솥도시락 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 도시락 > 한솥도시락,35.86276522,127.1266657
손가네바지락손칼국수 전주점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 한식 > 국수 > 칼국수,35.86099981,127.1221722
BHC치킨 전주송천2호점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 치킨 > BHC치킨,35.86383141,127.1308603
갈비야 전주4호점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 갈비",35.86311807,127.1296102
도싯골묵은지삼겹살 송천동직영점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 삼겹살",35.86618603,127.1226541
피자헛 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 양식 > 피자 > 피자헛,35.86409801,127.1276742
청년다방 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식 > 떡볶이 > 청년다방,35.86454869,127.1276207
무한사랑김치찌개 본점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 찌개,전골",35.86668436,127.1336973
중화정 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 중식 > 양꼬치,35.86618693,127.1226541
쿠우쿠우 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 뷔페 > 해산물뷔페 > 쿠우쿠우,35.86666529,127.1305538
부부파스타,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 양식,35.86304218,127.1306121
라라코스트 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 패밀리레스토랑,35.86411594,127.1277573
맘스브레드 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 제과,베이커리",35.86553112,127.1292477
청해붉은대게무한리필,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 게,대게",35.86589343,127.127552
밥상위의한우 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86666529,127.1305538
후켄치킨 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 치킨,35.86660618,127.1310387
본참치 송천에코점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 일식 > 참치회,35.85993153,127.1268073
소리마당,전북특별자치도,전주시 덕진구,덕진동1가,음식점 > 한식,35.85485985,127.1361606
양평해장국 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 해장국,35.86647346,127.1328953
무한사랑김치찌개 본점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 찌개,전골",35.86668436,127.1336973
쭈꾸미신화 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선",35.86483741,127.12732
60계 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 치킨 > 60계,35.86342319,127.1308175
모현동참숯집 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기",35.8648042,127.1346364
램가든,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86638267,127.128536
풍년제과 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 간식 > 제과,베이커리",35.86287658,127.1270423
맛본가,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 오리",35.85964,127.1263551
천마민물숯불장어 천마본점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 장어",35.86525576,127.1296934
평화한우 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86578586,127.1270071
동대문엽기떡볶이 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,35.86353211,127.1267411
BHC치킨 전주송천2호점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 치킨 > BHC치킨,35.86383141,127.1308603
꿀순이앤꿀돌이 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기",35.86039699,127.1264095
만강식당,전북특별자치도,전주시 덕진구,덕진동1가,음식점 > 양식,35.8547724,127.1393289
참고깃집,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86645128,127.133388
푸드카페김밥천국 오송점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식,35.86379542,127.1308027
아구세상,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86667251,127.1305405
갈비야 전주4호점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 갈비",35.86311807,127.1296102
다미,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 찌개,전골",35.86100584,127.1259332
수수전집,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86663463,127.13384
일품대패 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 삼겹살 > 일품대패",35.86358076,127.1267577
노랑고래 송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 간식 > 제과,베이커리",35.86334854,127.1273198
피자헛 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 양식 > 피자 > 피자헛,35.86409801,127.1276742
샤브향 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 아시아음식 > 동남아음식 > 샤브향,35.86511474,127.1284099
완미족발 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 완미족발",35.86171739,127.1263551
정가네꼬마김밥 송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식,35.86391003,127.1306689
청년다방 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식 > 떡볶이 > 청년다방,35.86454869,127.1276207
미당떡두껍집1994 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식,35.86471777,127.1279542
아마레,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식,35.8666715,127.131464
공술닭강정 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 간식 > 닭강정,35.86513231,127.1279006
한솥도시락 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 도시락 > 한솥도시락,35.86276522,127.1266657
새우락 본점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식 > 떡볶이,35.86169488,127.1263274
꽈배기진 송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 간식,35.8595675,127.1267336
생생면옥,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 한식 > 국수 > 칼국수,35.86248843,127.1259079
교촌치킨 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 치킨 > 교촌치킨,35.86666528,127.130556
찬미김밥,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 분식,35.86496196,127.1305156
쿠우쿠우 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 뷔페 > 해산물뷔페 > 쿠우쿠우,35.86666529,127.1305538
두루미밥상 전주점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.86875897,127.1461408
육일식당 송천직영점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 감자탕,35.8694329,127.1418071
진가진설렁탕,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 설렁탕,35.86975988,127.1357077
부부파스타,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 양식,35.86304218,127.1306121
리스토란테 콜리 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 이탈리안,35.87051514,127.1372924
복사꽃피는집 전주점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86974563,127.1402708
아구세상 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 아구",35.8694464,127.1418149
무한사랑김치찌개 본점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 찌개,전골",35.86668436,127.1336973
버거킹 전주송천DT점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 패스트푸드 > 버거킹,35.86978302,127.1343657
황금코다리 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선",35.86937861,127.1419886
피노,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 이탈리안,35.87143538,127.1388044
샤브50,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식,35.86623624,127.1498997
양평해장국 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 해장국,35.86647346,127.1328953
후켄치킨 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 치킨,35.86660618,127.1310387
밥상위의한우 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86666529,127.1305538
써브웨이 전주송천DT점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,35.86968692,127.1372589
모현동참숯집 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기",35.8648042,127.1346364
돈까스클럽 전주호성점,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 일식 > 돈까스,우동 > 돈까스클럽",35.86648291,127.1479392
도현한식당 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86981068,127.1338066
맘스브레드 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 제과,베이커리",35.86553112,127.1292477
가향,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 중식 > 중국요리,35.87247876,127.1382592
전주현대옥 전주호성점,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식 > 국밥 > 전주현대옥,35.86476611,127.1485959
참고깃집,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기",35.86645128,127.133388
핸더 에코시티점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 이탈리안,35.87278788,127.139047
수수전집,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86663463,127.13384
유씨네본가누룽지삼계탕 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",35.8696945,127.1408354
건지산도토리,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.8689941,127.1322274
채선당한가득 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 샤브샤브 > 채선당,35.86943289,127.1418071
아구세상,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86667251,127.1305405
60계 전주송천점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 치킨 > 60계,35.86342319,127.1308175
아마레,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식,35.8666715,127.131464
천마민물숯불장어 천마본점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 장어",35.86525576,127.1296934
부송국수 천마지구점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 국수,35.86649702,127.1327746
아티장보노보,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 간식 > 제과,베이커리",35.86341841,127.1481306
마이돈농부웃소,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기",35.86878877,127.1460966
거호각,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 중식 > 중국요리,35.86656974,127.1338421
양반갈비 송천에코점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.8696945,127.1408354
삼시세끼,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 도시락,35.86645485,127.13503
BHC치킨 전주송천2호점,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 치킨 > BHC치킨,35.86383141,127.1308603
진양명가,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.8665736,127.1336129
파리바게뜨 전주더블진흥점,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",35.86443218,127.1489773
교촌치킨 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 치킨 > 교촌치킨,35.86666528,127.130556
팬더중화요리,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 중식 > 중국요리,35.86671395,127.1476828
모현동참숯집 송천에코시티점,전북특별자치도,전주시 덕진구,송천동1가,"음식점 > 한식 > 육류,고기",35.86478803,127.1345843
두루미밥상 전주점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.86875897,127.1461408
육일식당 송천직영점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 감자탕,35.8694329,127.1418071
수원성갈비,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.87509345,127.1434993
샤브50,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식,35.86623624,127.1498997
탐라수산,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선",35.87413502,127.1384647
아구세상 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 아구",35.8694464,127.1418149
황금코다리 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선",35.86937861,127.1419886
복사꽃피는집 전주점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.86974563,127.1402708
피노,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 이탈리안,35.87143538,127.1388044
돈까스클럽 전주호성점,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 일식 > 돈까스,우동 > 돈까스클럽",35.86648291,127.1479392
진가진설렁탕,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 설렁탕,35.86975988,127.1357077
가향,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 중식 > 중국요리,35.87247876,127.1382592
하수오삼계탕,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기 > 오리",35.8711451,127.1493896
리스토란테 콜리 송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 이탈리안,35.87051514,127.1372924
핸더 에코시티점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 이탈리안,35.87278788,127.139047
전주메밀방앗간 송천에코시티점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.87431652,127.1501784
전주현대옥 전주호성점,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식 > 국밥 > 전주현대옥,35.86476611,127.1485959
마이돈농부웃소,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기",35.86878877,127.1460966
유씨네본가누룽지삼계탕 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",35.8696945,127.1408354
채선당한가득 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 샤브샤브 > 채선당,35.86943289,127.1418071
써브웨이 전주송천DT점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,35.86968692,127.1372589
버거킹 전주송천DT점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 패스트푸드 > 버거킹,35.86978302,127.1343657
팬더중화요리,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 중식 > 중국요리,35.86671395,127.1476828
너는김밥나는반찬,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식,35.874054,127.1399451
양반갈비 송천에코점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.8696945,127.1408354
바다양푼이동태탕 전주에코시티점,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 해물,생선 > 바다양푼이동태탕",35.87367956,127.1410695
파리바게뜨 전주더블진흥점,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",35.86443218,127.1489773
천안당호두과자 전주에코점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 제과,베이커리",35.86941939,127.1417971
아티장보노보,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 간식 > 제과,베이커리",35.86341841,127.1481306
전주당 전주송천에코시티점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 떡,한과",35.87529696,127.1390481
일미리금계찜닭 송천에코시티점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 육류,고기 > 닭요리 > 일미리금계찜닭",35.87209006,127.1384833
불스피자 에코본점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 양식 > 피자,35.87071042,127.1367502
호키토키 송천에코시티점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식,35.87205575,127.1385375
59쌀피자 전주호성점,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 양식 > 피자 > 59쌀피자,35.86338522,127.1480066
해송수산 에코시티점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 회",35.87416388,127.1384504
천마산가든 전주점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.87111734,127.1492456
자연정가양평해장국 에코시티점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식 > 해장국,35.87586575,127.1397401
길손가든 전주송천호성점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.86996387,127.1462051
김가네 전주에코시티점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식 > 김가네,35.87583155,127.1365652
뺑빌로,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 제과,베이커리",35.87562438,127.1364574
후문1호반점 전주에코점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 중식 > 중국요리,35.87530596,127.1406117
투모아 호성점,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 술집 > 호프,요리주점",35.86561732,127.1445529
삼시세끼,전북특별자치도,전주시 덕진구,송천동1가,음식점 > 도시락,35.86645485,127.13503
경아네밥상,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식,35.87215843,127.1385875
신진통닭 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 치킨,35.8759161,127.136716
만수식당 본점,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식,35.87300043,127.1567346
두루미밥상 전주점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.86875897,127.1461408
수원성갈비,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.87509345,127.1434993
전주메밀방앗간 송천에코시티점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.87431652,127.1501784
조선기와,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 한식 > 육류,고기",35.87164415,127.1573476
하수오삼계탕,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기 > 오리",35.8711451,127.1493896
황포냉면,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식 > 냉면,35.87258536,127.1564249
육일식당 송천직영점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 한식 > 감자탕,35.8694329,127.1418071
샤브50,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식,35.86623624,127.1498997
정통중화요리백두산,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 중식 > 중국요리,35.87104557,127.1588247
돈까스클럽 전주호성점,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 일식 > 돈까스,우동 > 돈까스클럽",35.86648291,127.1479392
아구세상 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선 > 아구",35.8694464,127.1418149
황금코다리 송천점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 한식 > 해물,생선",35.86937861,127.1419886
선화당,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 간식 > 제과,베이커리",35.87267046,127.1575069
마이돈농부웃소,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 육류,고기",35.86878877,127.1460966
너는김밥나는반찬,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 분식,35.874054,127.1399451
바다양푼이동태탕 전주에코시티점,전북특별자치도,전주시 덕진구,호성동2가,"음식점 > 한식 > 해물,생선 > 바다양푼이동태탕",35.87367956,127.1410695
채선당한가득 전주송천점,전북특별자치도,전주시 덕진구,송천동2가,음식점 > 샤브샤브 > 채선당,35.86943289,127.1418071
천마산가든 전주점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.87111734,127.1492456
팬더중화요리,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 중식 > 중국요리,35.86671395,127.1476828
전주당 전주송천에코시티점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 떡,한과",35.87529696,127.1390481
자연정가양평해장국 에코시티점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식 > 해장국,35.87586575,127.1397401
천안당호두과자 전주에코점,전북특별자치도,전주시 덕진구,송천동2가,"음식점 > 간식 > 제과,베이커리",35.86941939,127.1417971
후문1호반점 전주에코점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 중식 > 중국요리,35.87530596,127.1406117
전주식육식당,전북특별자치도,전주시 덕진구,호성동2가,음식점,35.87151597,127.1482907
길손가든 전주송천호성점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.86996387,127.1462051
만수식당 본점,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식,35.87300043,127.1567346
조선기와,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 한식 > 육류,고기",35.87164415,127.1573476
전주메밀방앗간 송천에코시티점,전북특별자치도,전주시 덕진구,호성동2가,음식점 > 한식,35.87431652,127.1501784
황포냉면,전북특별자치도,전주시 덕진구,호성동1가,음식점 > 한식 > 냉면,35.87258536,127.1564249
선화당,전북특별자치도,전주시 덕진구,호성동1가,"음식점 > 간식 > 제과,베이커리",35.87267046,127.1575069
자매갈비전골,전북특별자치도,전주시 완산구,남노송동,"음식점 > 한식 > 찌개,전골",35.81984499,127.153452
전주왱이콩나물국밥전문점,전북특별자치도,전주시 완산구,경원동2가,음식점 > 한식 > 국밥,35.81828668,127.1491787
기와,전북특별자치도,전주시 완산구,남노송동,음식점 > 한식 > 한정식,35.81778234,127.1538995
전일갑오,전북특별자치도,전주시 완산구,경원동3가,"음식점 > 술집 > 호프,요리주점",35.8202099,127.1499647
남노갈비 본점,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.81917212,127.1531663
고궁수라간,전북특별자치도,전주시 완산구,풍남동3가,음식점 > 한식,35.81722202,127.152274
베테랑,전북특별자치도,전주시 완산구,교동,음식점 > 한식 > 국수,35.81345582,127.1514303
한국집,전북특별자치도,전주시 완산구,전동,음식점 > 한식,35.81651689,127.1482271
PNB풍년제과 전주본점,전북특별자치도,전주시 완산구,경원동1가,"음식점 > 간식 > 제과,베이커리",35.81842883,127.1471905
백송회관,전북특별자치도,전주시 완산구,서노송동,음식점 > 한식,35.82343022,127.149143
풍년제과 본점,전북특별자치도,전주시 완산구,전동,"음식점 > 간식 > 제과,베이커리",35.8150239,127.1479024
가족회관,전북특별자치도,전주시 완산구,중앙동3가,음식점 > 한식,35.81708745,127.1459664
길거리야 한옥마을점,전북특별자치도,전주시 완산구,교동,"음식점 > 간식 > 제과,베이커리",35.81395647,127.1510738
다문,전북특별자치도,전주시 완산구,교동,음식점 > 한식 > 한정식,35.81346546,127.1523553
연지본관,전북특별자치도,전주시 완산구,경원동3가,음식점 > 한식 > 설렁탕,35.82021987,127.1477294
옛촌막걸리 한옥마을 직영점,전북특별자치도,전주시 완산구,전동,"음식점 > 술집 > 호프,요리주점",35.81524754,127.1485258
꽃담집 본관,전북특별자치도,전주시 완산구,풍남동3가,음식점 > 한식,35.81648409,127.1521132
천년누리봄,전북특별자치도,전주시 완산구,경원동2가,"음식점 > 술집 > 호프,요리주점",35.81780892,127.1499779
