구별,위반일자,위반시간,위반장소,위반내용
덕진구,2022-05-07,,덕진구 우아3길 9 부근,대형폐기물 투기(20)
완산구,2022-05-06,08:41:00,효자동3가 1861 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-06,,덕진구 우아동3가 749,쓰레기 무단투기
완산구,2022-05-05,08:46:00,효자동3가 1548 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-05,15:35:00,"덕진구 백제대로 676, 전북대병원 입구 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-05,17:57:00,"덕진구 동부대로 1061, 송천도서관 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-05,18:22:00,효자동2가 1401 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-04,10:25:00,완산구 백제대로 13 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-04,13:50:00,풍남초등학교 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-04,,"덕진구 아중로 140, 막창일번지 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-05-02,17:09:00,효자동3가 1046-12,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-02,,"덕진구 번영로 214, 성덕버스정류장 부근",대형폐기물 투기(16)
완산구,2022-05-01,11:25:00,구룡2길 22 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-30,19:07:00,"덕진구 안덕원로 370, 고려병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-29,15:16:00,완산구 백제대로 145 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-29,18:09:00,"덕진구 온고을로 384, 지식산업센터 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-28,05:50:00,덕진구 바우배기1길 21,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-04-28,14:51:00,안행5길 11 금호@내,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-28,16:31:00,"덕진구 기린대로 576, 원광대한방병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-28,,덕진구 한배미3길 17,쓰레기 무단투기
완산구,2022-04-26,12:08:00,문학로 29 대박마트 뒤,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-26,18:29:00,"덕진구 콩쥐팥쥐로 1515, 농수산대학 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-25,09:06:00,효자동3가 1781 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-25,16:09:00,"덕진구 백제대로 566, 전북은행 본점 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-25,,덕진구 인후동1가 784-13,쓰레기 무단투기
덕진구,2022-04-25,,"완산구 대동로 4, 전주초등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-25,,중화산동2가 46-25 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-24,12:39:00,동서학동 267 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-24,13:30:00,완산구 호암로 91 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-24,15:32:00,솟대1길 17 삼천육교,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-23,11:56:00,삼천동1가 709 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-23,13:36:00,경원동3가 91-3 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-23,16:40:00,효자동2가 1364 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-23,16:56:00,솟대1길 17 삼천육교,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-23,19:03:00,"덕진구 가리내8길 15, 미니스톱 하가지구점 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-22,15:23:00,"덕진구 동부대로 693, 전주역 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-22,16:31:00,"덕진구 견훤로 390, 대자인병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-22,17:49:00,"덕진구 동부대로 699, 전주역 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-21,11:13:00,중인1길 193 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-21,15:28:00,효자동3가 1876 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-21,15:58:00,"덕진구 송천중앙로 165, 솔내고등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-21,16:35:00,덕진구 추천1길 19-2 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-21,,덕진구 사평3길 8-1 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-04-20,08:27:00,완산구 유연로 28 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-20,19:11:00,중산5길 17 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-20,21:17:00,"덕진구 송천중앙로 190, 솔내고등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-19,08:51:00,효자동3가 1779 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-19,17:09:00,효자동3가 865-5 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-19,,덕진구 인후동1가 975,쓰레기 무단투기
완산구,2022-04-18,07:38:00,서신동 876 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-18,09:36:00,중화산동2가 269-5 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-18,18:00:00,전라감영로 35 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-18,,"덕진구 기린대로 831, 더메이호텔 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-17,11:55:00,덕진구 우아동3가 749 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-16,14:56:00,덕진구 산정동 896 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-15,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",대형폐기물 투기(16)
덕진구,2022-04-14,,덕진구 서가재미3길 6 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-13,,덕진구 장동 1083-5,쓰레기 무단투기
덕진구,2022-04-13,,덕진구 송천동2가 1395,쓰레기 무단투기
덕진구,2022-04-13,,덕진구 여의동 2가 701 ,쓰레기 무단투기
덕진구,2022-04-12,08:53:00,"덕진구 가련산로 99, 원광한방병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-12,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-12,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",대형폐기물 투기(20)
덕진구,2022-04-12,,덕진구 송천동1가 778-28 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-11,08:06:00,따박골로 10 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-11,11:03:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-11,11:42:00,"덕진구 송천중앙로 12, 전라북도립국악원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-11,17:00:00,우성삼천2차아파트 내,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-11,,덕진구 도덕동 506-1 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-10,18:49:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-10,,덕진구 금암동 1592-3 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-10,,덕진구 금암동 1592-3,쓰레기 무단투기
덕진구,2022-04-10,,덕진구 금암동 1592-3,쓰레기 무단투기
덕진구,2022-04-10,,완산구 서신동 242-2 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-09,10:09:00,서신동 269-4 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-09,18:27:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-08,11:42:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-08,12:44:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-08,,"덕진구 백제대로 639, 사대부고사거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-07,18:00:00,삼천동1가 551 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-06,10:23:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-04-06,18:30:00,효자동2가 1124 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-06,21:00:00,효자로 289부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-06,,완산구 구룡2길 28-1 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-04-05,01:00:00,덕진구 가련산로 17부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-05,13:49:00,"덕진구 연화길 4, 덕진체련공원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-04-05,14:25:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-04-04,12:37:00,"덕진구 백제대로 532, 전주종합경기장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-04,17:40:00,"덕진구 추천로 5, 그랜드힐스턴 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-03,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-03,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-02,13:45:00,"덕진구 초포로 63, 오매마을 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-02,,덕진구 덕진동1가 1442 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-02,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",대형폐기물 투기(16)
덕진구,2022-04-02,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",대형폐기물 투기(20)
덕진구,2022-04-02,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",대형폐기물 투기(20)
덕진구,2022-04-02,,덕진구 덕진동1가 1442,쓰레기 무단투기
덕진구,2022-04-02,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-01,15:20:00,"덕진구 정여립로 916, 국민연금공단 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-04-01,,완산구 완산3길 14-1 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-01,,완산구 완산길 30 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-04-01,,"덕진구 동부대로 1145, 송천역사거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-31,14:05:00,"덕진구 백제대로 646, 사대부고사거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-30,15:33:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-03-30,17:00:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-29,12:12:00,"덕진구 백제대로 639, 사대부고사거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-29,,덕진구 장동 141-7,쓰레기 무단투기
덕진구,2022-03-28,12:06:00,"덕진구 기린대로 584, 원광대학교 한방병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-27,08:59:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-27,13:55:00,"덕진구 숲정이4길 5-12, 회복교회 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-27,17:06:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-03-27,18:00:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-03-26,15:04:00,척동길32 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-26,21:37:00,"덕진구 솔내로 121, 송천우림아파트 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-25,15:59:00,"덕진구 만성북1길 28, 양현중학교 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-03-24,12:07:00,"완산구 백제대로 401, 빕스전주점 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-24,17:02:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-24,,"덕진구 떡전로 17, 온정의원 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-03-24,,덕진구 송천동1가 543-79,쓰레기 무단투기
덕진구,2022-03-24,,"완산구 선너머3길 44-13, 가람빌 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-03-23,15:03:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-03-23,15:26:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-22,14:28:00,"완산구 고사평1길 21, 서신광진아파트 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-22,16:02:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-03-22,,효자동3가 1780 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-21,10:42:00,중인동 627-6 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-21,,덕진구 거북바우로 110-1,쓰레기 무단투기
덕진구,2022-03-21,,덕진구 거북바우로 110-1,쓰레기 무단투기
덕진구,2022-03-20,,덕진구 덕진동2가 168-17,쓰레기 무단투기
완산구,2022-03-20,,남양대명아파트 내,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-03-19,15:30:00,"완산구 당산로 55, 남양대명타운아파트 내부",대형폐기물 투기(20)
덕진구,2022-03-18,14:07:00,"덕진구 견훤로 428, 우아한시티 아파트 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-18,15:05:00,전주부설초 인근,생활폐기물 소각
덕진구,2022-03-18,,덕진구 덕진동1가 1442,쓰레기 무단투기
덕진구,2022-03-17,19:24:00,"덕진구 기린대로 568, 원광대학교 한방병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-15,,평화동1가 750 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-14,09:00:00,효자동1가 725 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-14,11:25:00,효자동3가 1876 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-14,12:52:00,"덕진구 가련산로 13, 전북은행 하가지점 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-14,,덕진구 6지역 김형문님 자리,쓰레기 무단투기
덕진구,2022-03-14,,덕진구 6지역 주지현님 자리,쓰레기 무단투기
덕진구,2022-03-14,,덕진구 거북바우로 110-1,쓰레기 무단투기
완산구,2022-03-14,,서신동 975 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-13,15:41:00,"덕진구 가리내9길 10, 빛날 빈 카페 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-13,18:50:00,서신동 240-8 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-12,12:01:00,"덕진구 산정3길 26, 테라호텔 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-03-12,23:56:00,"덕진구 동부대로 1550, 셀세모 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-03-11,07:39:00,"덕진구 소리로 180, 전주북초등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-10,09:28:00,효자동 서전주중학교 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-10,,덕진구 거북바우로 110-1,쓰레기 무단투기
완산구,2022-03-09,17:20:00,서신동 241-9,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-03-08,13:48:00,"완산구 서원로 10, 전주대학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-07,08:06:00,"덕진구 번영로 485, 월드컵지하차도 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-07,,덕진구 덕진동2가 613,쓰레기 무단투기
완산구,2022-03-04,06:30:00,평화19길 20-7 일성아파트,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-03-04,09:51:00,"덕진구 백제대로 480, 전주종합경기장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-04,10:00:00,효자동3가 1739 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-03-04,14:45:00,"덕진구 견훤로 270, 안골사거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-04,15:14:00,효자동3가 1593-1,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-03-03,04:00:00,서신동 823-4 인근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-03-03,19:14:00,효자동3가 산317-3 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-03-03,,중인초등학교 앞,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-03-02,06:00:00,효자동2가 93-5 인근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-03-02,,평화동1가 758 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-02-28,13:08:00,평화동1가 601-4 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-28,16:53:00,"덕진구 동부대로 1051, 대송장례식장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-27,11:08:00,효자동1가 649 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-27,12:50:00,장승배기로 15(삼천주공4단지),간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-27,16:31:00,"덕진구 견훤로 414, 홈플러스 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-26,11:49:00,"덕진구 동부대로 556, 안덕원지하차도 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-26,11:49:00,"덕진구 동부대로 556, 안덕원지하차도 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-26,15:55:00,"덕진구 동부대로 675, 전주역 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-25,07:26:00,"덕진구 견훤로 330, 전주북일초등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-25,16:14:00,서신동 974 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-25,,덕진구 인후동1가 465-1,쓰레기 무단투기
완산구,2022-02-25,,중화산동2가 678 인근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-24,07:54:00,"덕진구 소리로 6, 덕진체련공원 배드민턴장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-24,10:00:00,서신동 916 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-24,,중화산동1가 233-2,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-23,07:53:00,"덕진구 기린대로 602, 원광한방병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-23,11:28:00,효자동3가 1808 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-23,13:30:00,"덕진구 기린대로 800, 더메이호텔 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-22,08:22:00,"덕진구 백제대로 630-1, 덕진소방서 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-21,,덕진구 인후동1가 774-1,쓰레기 무단투기
완산구,2022-02-20,09:50:00,중산1길11,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-19,,덕진구 인후동1가 507-2,쓰레기 무단투기
덕진구,2022-02-18,11:25:00,"덕진구 혁신로 485, 망향비빔국수 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-18,22:08:00,효자동2가 750-1 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-18,22:44:00,"덕진구 송천중앙로 160, 솔내고등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-18,,덕진구 진북동 351-30 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-18,,덕진구 인후동1가 774-1,쓰레기 무단투기
덕진구,2022-02-18,,덕진구 진북동 351-30,쓰레기 무단투기
덕진구,2022-02-16,,덕진구 인후동1가 727-101,쓰레기 무단투기
덕진구,2022-02-15,18:59:00,"덕진구 기린대로 496, 덕진광장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-14,12:10:00,"덕진구 고랑동 291-25, 동부대로 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-14,,덕진구 인후동1가 773-16,쓰레기 무단투기
완산구,2022-02-13,19:48:00,평화동 현대아파트 인근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-12,12:34:00,"덕진구 세병로 66, 전주화정중학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-12,,덕진구 덕진동1가 1401-38,쓰레기 무단투기
완산구,2022-02-11,11:30:00,전주효문여중 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-02-11,21:22:00,"덕진구 우아로 32, 전주동신초등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-11,21:22:00,우아동 동신초등학교 인근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-09,,덕진구 인후동1가 783-4 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-09,,덕진구 인후동1가 727-101,쓰레기 무단투기
덕진구,2022-02-09,,덕진구 인후동1가 783-4,쓰레기 무단투기
덕진구,2022-02-08,14:52:00,"덕진구 기린대로 831, 더메이호텔 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-08,17:32:00,"덕진구 백제대로 630-1, 덕진소방서 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-08,,덕진구 인후동1가 625,쓰레기 무단투기
덕진구,2022-02-07,,"덕진구 인후동1가 773-16, 언덕어린이공원 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-07,,덕진구 인후동1가 773-16,쓰레기 무단투기
덕진구,2022-02-07,,덕진구 인후동1가 773-16,쓰레기 무단투기
덕진구,2022-02-07,,덕진구 인후동1가 787,쓰레기 무단투기
완산구,2022-02-06,16:00:00,서신동 281-175 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-02-06,17:42:00,삼천동1가 709 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-06,18:08:00,"덕진구 동부대로 654, 전주역 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-02-04,11:43:00,서서학동 7-1 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-04,16:56:00,"덕진구 팽나무4길 29-2, 왕국회관 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-02-03,08:42:00,서신동 240-8 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-03,,덕진구 인후동1가 787,쓰레기 무단투기
완산구,2022-02-03,,다가동3가 73-6,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-02-02,12:06:00,"덕진구 인교로 52, 썸타임 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-02-01,14:30:00,"덕진구 아중천1길 34, 산정어린이공원 부근",운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-02-01,17:31:00,"덕진구 사평로 70, 덕진광장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-01-31,11:08:00,"덕진구 와룡로 92, 이조곰탕 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-01-31,,덕진구 인후동1가 781-5,쓰레기 무단투기
덕진구,2022-01-31,,덕진구 진북동 322-74,쓰레기 무단투기
덕진구,2022-01-31,,덕진구 인후동1가 771-14,쓰레기 무단투기
덕진구,2022-01-31,,덕진구 인후동1가 771-17,쓰레기 무단투기
덕진구,2022-01-31,,덕진구 인후동1가 625-6,쓰레기 무단투기
덕진구,2022-01-31,,덕진구 인후동1가 463,쓰레기 무단투기
덕진구,2022-01-31,,덕진구 인후동1가 1003,쓰레기 무단투기
덕진구,2022-01-30,13:20:00,"덕진구 삼송1길 4, 전북대 신정문 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-01-28,14:59:00,어은터널 사거리 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-01-28,,덕진구 인후동1가 798,쓰레기 무단투기
덕진구,2022-01-27,,덕진구 인후동1가 787,쓰레기 무단투기
덕진구,2022-01-27,,덕진구 인후동1가 727-101,쓰레기 무단투기
덕진구,2022-01-26,,덕진구 인후동1가 625,쓰레기 무단투기
덕진구,2022-01-26,,덕진구 인후동1가 727-101,쓰레기 무단투기
덕진구,2022-01-26,,덕진구 인후동1가 625,쓰레기 무단투기
완산구,2022-01-25,07:47:00, ,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-01-25,,덕진구 인후동1가 772-9,쓰레기 무단투기
덕진구,2022-01-25,,덕진구 인후동1가 773-15,쓰레기 무단투기
덕진구,2022-01-25,,덕진구 인후동1가 224-1,쓰레기 무단투기
덕진구,2022-01-25,,덕진구 인후동1가 16,쓰레기 무단투기
덕진구,2022-01-25,,덕진구 인후동1가 16,쓰레기 무단투기
완산구,2022-01-24,13:00:00,효자동2가 141-4 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-01-24,,덕진구 덕진동1가 1401-38,쓰레기 무단투기
덕진구,2022-01-24,,덕진구 인후동1가 191-2,쓰레기 무단투기
덕진구,2022-01-24,,덕진구 인후동1가 191-2,쓰레기 무단투기
덕진구,2022-01-24,,덕진구 인후동1가 780-1,쓰레기 무단투기
덕진구,2022-01-24,,덕진구 인후동1가 783-14,쓰레기 무단투기
덕진구,2022-01-24,,덕진구 인후동1가 776-1,쓰레기 무단투기
덕진구,2022-01-24,,덕진구 두간11길 3-22,쓰레기 무단투기
완산구,2022-01-24,,평화동 송정써미트 아파트,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-01-22,12:26:00,"덕진구 창포길 49-10, 전북대학교 국제컨벤션센터 부근",생활폐기물 소각
완산구,2022-01-22,15:40:00,서신동 807-2 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
