도로명 주소,지번 주소,위도,경도,주택유형구분,세대수(객실수),건축연도
전북특별자치도 전주시 완산구 자만동3길 10,전북특별자치도 전주시 완산구 교동 54-22,35.81456688,127.1562281,단독주택,2,1948-04-18
전북특별자치도 전주시 완산구 태진로 4,전북특별자치도 전주시 완산구 태평동 83-36,35.82133717,127.1379441,"단독주택,제1종근린생활시설",2,1969-11-04
전북특별자치도 전주시 덕진구 모래내5길 14,전북특별자치도 전주시 덕진구 인후동2가 236-97,35.83375635,127.1444501,"주택, 소매점, 화장실",4,1972-07-20
전북특별자치도 전주시 완산구 인봉1길 13-14,전북특별자치도 전주시 완산구 중노송동 253-102,35.8249797,127.1547474,"주택, 물치",2,1973-10-10
전북특별자치도 전주시 완산구 경기전길 10-10,전북특별자치도 전주시 완산구 경원동2가 2-3,35.81893638,127.1496292,단독주택,4,1976-05-19
전북특별자치도 전주시 덕진구 건산로 122,전북특별자치도 전주시 덕진구 인후동1가 655-6,35.83290446,127.1504938,"단독주택, 제1종근린생활시설",2,1976-06-28
전북특별자치도 전주시 덕진구 건산로 122,전북특별자치도 전주시 덕진구 인후동1가 655-6,35.83290446,127.1504938,단독주택,2,1976-06-28
전북특별자치도 전주시 덕진구 태진로 133-2,전북특별자치도 전주시 덕진구 금암동 456-6,35.83287967,127.1351027,단독주택(다가구주택),10,1978-08-10
전북특별자치도 전주시 덕진구 들사평3길 21,전북특별자치도 전주시 덕진구 덕진동1가 1269-4,35.84026499,127.1234034,"제1종근린생활시설, 단독주택(12가구)",12,1978-11-12
전북특별자치도 전주시 덕진구 솔내7길 5-1,전북특별자치도 전주시 덕진구 송천동1가 120-2,35.86003377,127.1218943,"주택, 단독주택(2가구), 변소, 창고",2,1978-12-26
전북특별자치도 전주시 덕진구 송천로 54-13,전북특별자치도 전주시 덕진구 송천동1가 416-8,35.85853167,127.1186309,단독주택,2,1979-02-06
전북특별자치도 전주시 덕진구 반촌4길 9,전북특별자치도 전주시 덕진구 진북동 322-303,35.83009398,127.1443143,단독주택(다가구주택),2,1979-02-15
전북특별자치도 전주시 완산구 매곡로 29,전북특별자치도 전주시 완산구 동완산동 402,35.80909777,127.1446231,"단독주택,제1종근린생활시설",5,1979-09-30
전북특별자치도 전주시 완산구 꽃밭정로 29-3,전북특별자치도 전주시 완산구 평화동1가 590-11,35.79765599,127.1356401,"주택, 변소, 창고",2,1979-10-16
전북특별자치도 전주시 덕진구 건산2길 18-4,전북특별자치도 전주시 덕진구 진북동 340-22,35.83189802,127.1418236,단독주택(다가구주택),2,1979-10-18
전북특별자치도 전주시 덕진구 하가3길 14-3,전북특별자치도 전주시 덕진구 덕진동2가 111-12,35.84796915,127.1135822,"주택, 창고",4,1979-10-24
전북특별자치도 전주시 덕진구 솔내1길 9-6,전북특별자치도 전주시 덕진구 송천동1가 262-8,35.85259649,127.1207674,단독주택,2,1979-10-25
전북특별자치도 전주시 덕진구 거북바우3길 29-4,전북특별자치도 전주시 덕진구 금암동 525-109,35.83656176,127.1389688,"주택, 변소, 창고",3,1979-10-27
전북특별자치도 전주시 덕진구 금암4길 23-2,전북특별자치도 전주시 덕진구 금암동 1557-13,35.83912544,127.1374348,"주택, 변소, 창고",3,1979-10-29
전북특별자치도 전주시 덕진구 건지3길 13,전북특별자치도 전주시 덕진구 금암동 1596-8,35.84527378,127.1438541,단독주택,2,1980-02-29
전북특별자치도 전주시 덕진구 덕진연못3길 8-8,전북특별자치도 전주시 덕진구 덕진동1가 1342-16,35.84620264,127.1213688,"단독주택, 위락시설",19,1980-04-23
전북특별자치도 전주시 덕진구 태진로 137-8,전북특별자치도 전주시 덕진구 금암동 457-16,35.83334961,127.1345933,"근린생활시설, 단독주택(다가구주택)",16,1980-09-15
전북특별자치도 전주시 덕진구 덕진연못1길 17-18,전북특별자치도 전주시 덕진구 덕진동1가 1314-84,35.84591119,127.1234847,단독주택(4가구),4,1981-01-26
전북특별자치도 전주시 덕진구 백동3길 5-18,전북특별자치도 전주시 덕진구 인후동2가 1563-16,35.84776199,127.1474819,주택,3,1981-01-30
전북특별자치도 전주시 덕진구 건지1길 12-1,전북특별자치도 전주시 덕진구 금암동 1592-2,35.84412898,127.1399808,"주택, 변소, 창고",4,1981-10-07
전북특별자치도 전주시 완산구 감나무4길 21-32,전북특별자치도 전주시 완산구 서신동 233-70,35.83093186,127.1199946,"주택, 변소, 창고",2,1982-01-28
전북특별자치도 전주시 덕진구 백동5길 26,전북특별자치도 전주시 덕진구 인후동2가 1568-1,35.84828821,127.1499028,단독주택,2,1982-02-13
전북특별자치도 전주시 덕진구 명주6길 20-2,전북특별자치도 전주시 덕진구 인후동2가 1576-29,35.8446636,127.152077,"소매점, 주택",3,1982-04-09
전북특별자치도 전주시 완산구 안행5길 37-40,전북특별자치도 전주시 완산구 효자동1가 114-27,35.80399974,127.1300623,단독주택,4,1982-09-24
전북특별자치도 전주시 덕진구 백제대로 627-9,전북특별자치도 전주시 덕진구 금암동 1547-4,35.84278057,127.1375998,단독주택,2,1982-09-29
전북특별자치도 전주시 완산구 전룡6길 32,전북특별자치도 전주시 완산구 서신동 292-35,35.82794201,127.1217973,"제1종근린생활시설, 다가구주택, 제2종근린생활시설",9,1983-01-20
전북특별자치도 전주시 덕진구 들사평3길 22-5,전북특별자치도 전주시 덕진구 덕진동1가 1411-21,35.83996699,127.1230066,단독주택(다가구주택-2가구),2,1983-05-31
전북특별자치도 전주시 덕진구 매봉6길 10-7,전북특별자치도 전주시 덕진구 금암동 1587-93,35.84124222,127.1397041,단독주택(5가구),5,1983-10-14
전북특별자치도 전주시 덕진구 거북바우로 33,전북특별자치도 전주시 덕진구 금암동 1573-15,35.83759583,127.1415428,"주택, 근린생활시설(소매점)",2,1983-11-08
전북특별자치도 전주시 덕진구 명주6길 31-4,전북특별자치도 전주시 덕진구 우아동3가 749-71,35.84402655,127.1531709,"점포, 단독주택(2가구), 제2종근린생활시설, 창고, 화장실",2,1983-11-28
전북특별자치도 전주시 덕진구 도당산4길 53-13,전북특별자치도 전주시 덕진구 우아동3가 750-65,35.8455675,127.1561263,"주택, 단독주택(2가구), 점포, 창고",2,1983-12-30
전북특별자치도 전주시 덕진구 명주5길 26-12,전북특별자치도 전주시 덕진구 인후동2가 1552-28,35.84367024,127.150643,단독주택(2가구),2,1984-06-18
전북특별자치도 전주시 덕진구 팔복5길 17,전북특별자치도 전주시 덕진구 팔복동2가 246-6,35.85210295,127.1046368,단독주택(4가구),4,1984-08-11
전북특별자치도 전주시 덕진구 건지1길 6,전북특별자치도 전주시 덕진구 금암동 1591-16,35.84346459,127.1401219,단독주택(4가구),4,1985-08-20
전북특별자치도 전주시 완산구 오두정1길 21-3,전북특별자치도 전주시 완산구 효자동1가 289-33,35.80708264,127.1175996,주택,3,1986-03-10
전북특별자치도 전주시 완산구 송정3길 7-8,전북특별자치도 전주시 완산구 삼천동1가 578-18,35.80057405,127.1195436,"단독주택,제1종근린생활시설",2,1986-08-19
전북특별자치도 전주시 완산구 전라감영1길 19,전북특별자치도 전주시 완산구 다가동2가 185,35.81556996,127.1400129,단독주택(다가구),7,1986-09-29
전북특별자치도 전주시 완산구 성지산1길 24,전북특별자치도 전주시 완산구 효자동1가 558-6,35.80368279,127.1216924,"주택, 변소, 창고",4,1986-12-05
전북특별자치도 전주시 완산구 성지산2길 30,전북특별자치도 전주시 완산구 효자동1가 555-7,35.80458402,127.1207361,주택,6,1987-05-22
전북특별자치도 전주시 완산구 송정로 26-4,전북특별자치도 전주시 완산구 삼천동1가 565-16,35.80203194,127.1195434,단독주택,2,1987-06-12
전북특별자치도 전주시 덕진구 매봉7길 13-2,전북특별자치도 전주시 덕진구 금암동 1601-2,35.84143411,127.1426856,단독주택,5,1987-07-16
전북특별자치도 전주시 완산구 성지산1길 30-3,전북특별자치도 전주시 완산구 효자동1가 556-7,35.80382238,127.1209008,"주택, 다가구주택(2가구), 대피실, 변소, 창고",2,1987-07-31
전북특별자치도 전주시 덕진구 용산3길 6-4,전북특별자치도 전주시 덕진구 금암동 473-6,35.83674074,127.1315358,단독주택,15,1987-09-30
전북특별자치도 전주시 덕진구 우아6길 6,전북특별자치도 전주시 덕진구 우아동3가 744-83,35.85022009,127.1567904,단독주택,10,1987-11-16
전북특별자치도 전주시 완산구 송정로 19-11,전북특별자치도 전주시 완산구 효자동1가 575-13,35.80314779,127.1187284,"주택, 변소, 창고",3,1988-01-07
전북특별자치도 전주시 덕진구 매봉8길 17-8,전북특별자치도 전주시 덕진구 금암동 1561-39,35.84032618,127.1391619,단독주택,3,1988-04-08
전북특별자치도 전주시 덕진구 백동로 14-6,전북특별자치도 전주시 덕진구 인후동2가 1559-7,35.84669555,127.14798,주택,4,1988-06-30
전북특별자치도 전주시 덕진구 백동6길 14,전북특별자치도 전주시 덕진구 인후동2가 1572-26,35.84768627,127.1516197,단독주택,3,1988-10-25
전북특별자치도 전주시 완산구 성지산1길 7-10,전북특별자치도 전주시 완산구 효자동1가 566-7,35.80319259,127.1237291,주택,4,1988-11-09
전북특별자치도 전주시 완산구 송정중앙로 54,전북특별자치도 전주시 완산구 효자동1가 555-5,35.80485963,127.1207313,단독주택,4,1988-11-16
전북특별자치도 전주시 덕진구 건지2길 13-10,전북특별자치도 전주시 덕진구 금암동 105-392,35.84463247,127.1406359,단독주택,10,1988-11-21
전북특별자치도 전주시 완산구 성지산1길 22-5,전북특별자치도 전주시 완산구 효자동1가 558-8,35.80395659,127.121696,다가구주택,3,1988-12-20
전북특별자치도 전주시 덕진구 금암6길 28,전북특별자치도 전주시 덕진구 금암동 532-9,35.83917465,127.1368823,다가구주택(3가구),3,1989-01-05
전북특별자치도 전주시 덕진구 반촌7길 10,전북특별자치도 전주시 덕진구 진북동 322-166,35.83006064,127.1455781,주택,6,1989-06-14
전북특별자치도 전주시 완산구 성지산1길 7-9,전북특별자치도 전주시 완산구 효자동1가 563-3,35.80335373,127.1239069,다가구주택,3,1989-07-24
전북특별자치도 전주시 덕진구 도당산2길 28,전북특별자치도 전주시 덕진구 우아동3가 750-31,35.84503099,127.1556352,"다가구주택(3가구), 창고",3,1989-08-01
전북특별자치도 전주시 덕진구 거북바우로 21-11,전북특별자치도 전주시 덕진구 금암동 1569-11,35.83735999,127.1410712,주택,5,1989-08-23
전북특별자치도 전주시 덕진구 태진로 108-21,전북특별자치도 전주시 덕진구 진북동 410-19,35.83089826,127.1366881,다가구주택(3가구),3,1989-09-19
전북특별자치도 전주시 완산구 성지산2길 8,전북특별자치도 전주시 완산구 효자동1가 549-4,35.80470737,127.1230786,주택,4,1989-10-05
전북특별자치도 전주시 덕진구 안골2길 19-3,전북특별자치도 전주시 덕진구 인후동1가 760-5,35.83972265,127.1575992,"다가구주택(3가구), 변소",3,1989-11-20
전북특별자치도 전주시 완산구 송정2길 20-7,전북특별자치도 전주시 완산구 삼천동1가 582-9,35.80028084,127.1179336,다가구주택(6가구),6,1989-11-30
전북특별자치도 전주시 덕진구 반태산5길 13-4,전북특별자치도 전주시 덕진구 인후동1가 698-4,35.83151435,127.1493446,다가구주택(2가구),6,1989-12-26
전북특별자치도 전주시 덕진구 안골2길 16-4,전북특별자치도 전주시 덕진구 인후동1가 763-13,35.83890218,127.157431,"다가구주택(3), 화장실",3,1989-12-30
전북특별자치도 전주시 덕진구 안골1길 19-7,전북특별자치도 전주시 덕진구 인후동1가 762-12,35.83878403,127.1579777,다가구주택(3가구),11,1990-03-23
전북특별자치도 전주시 덕진구 팔복2길 11-25,전북특별자치도 전주시 덕진구 팔복동2가 137-21,35.84984393,127.1035226,단독주택(다가구주택),5,1990-03-26
전북특별자치도 전주시 완산구 따박골6길 51,전북특별자치도 전주시 완산구 중화산동2가 537-1,35.81108078,127.1278738,"근린생활시설, 주택",2,1990-03-28
전북특별자치도 전주시 덕진구 안덕원로 231-5,전북특별자치도 전주시 덕진구 인후동1가 770-2,35.83669647,127.151952,다가구주택,3,1990-04-09
전북특별자치도 전주시 덕진구 안골2길 20-8,전북특별자치도 전주시 덕진구 인후동1가 762-11,35.83889359,127.1579379,"다가구주택(3가구), 화장실",3,1990-06-21
전북특별자치도 전주시 완산구 신봉5길 13-3,전북특별자치도 전주시 완산구 효자동1가 609-1,35.81196046,127.1156369,"점포, 대피소, 주택",3,1990-07-06
전북특별자치도 전주시 완산구 서원로 181-10,전북특별자치도 전주시 완산구 효자동3가 1354-56,35.81361073,127.1148243,"주택(다가구), 변소",4,1990-07-20
전북특별자치도 전주시 완산구 흑석1길 15,전북특별자치도 전주시 완산구 서서학동 969-4,35.80119382,127.1503999,다가구주택,4,1990-07-30
전북특별자치도 전주시 완산구 물왕멀로 41-1,전북특별자치도 전주시 완산구 중노송동 719-7,35.82721777,127.1501469,주택,2,1990-08-02
전북특별자치도 전주시 덕진구 안골3길 8-8,전북특별자치도 전주시 덕진구 인후동1가 756-23,35.83963509,127.1561811,"단독주택(4가구), 대피소",4,1990-08-13
전북특별자치도 전주시 덕진구 안골2길 19-5,전북특별자치도 전주시 덕진구 인후동1가 760-17,35.83982318,127.1575646,다가구주택,3,1990-08-13
전북특별자치도 전주시 덕진구 안골1길 19-3,전북특별자치도 전주시 덕진구 인후동1가 762-14,35.83856581,127.1580687,다가구주택(3가구),3,1990-08-17
전북특별자치도 전주시 완산구 신봉3길 28,전북특별자치도 전주시 완산구 효자동1가 591-13,35.81257194,127.1153819,"점포, 주택, 화장실",3,1990-08-19
전북특별자치도 전주시 덕진구 안골2길 11-6,전북특별자치도 전주시 덕진구 인후동1가 759-6,35.83981904,127.1568701,다가구주택(3가구),3,1990-08-25
전북특별자치도 전주시 덕진구 안골2길 3-2,전북특별자치도 전주시 덕진구 인후동1가 756-8,35.83922151,127.1561799,단독주택,5,1990-08-30
전북특별자치도 전주시 완산구 따박골6길 31-11,전북특별자치도 전주시 완산구 중화산동2가 551-5,35.80891745,127.1285833,단독주택(4가구),4,1990-08-30
전북특별자치도 전주시 덕진구 거북바우로 66-2,전북특별자치도 전주시 덕진구 인후동2가 1522-4,35.83944197,127.1440428,다가구주택(3가구),3,1990-09-10
전북특별자치도 전주시 덕진구 안골3길 16-9,전북특별자치도 전주시 덕진구 인후동1가 760-11,35.84006697,127.1572246,다가구주택(2가구),2,1990-09-14
전북특별자치도 전주시 덕진구 호반5길 14,전북특별자치도 전주시 덕진구 덕진동2가 66-15,35.84929796,127.1157536,다가구주택,2,1990-10-06
전북특별자치도 전주시 완산구 송정로 3-12,전북특별자치도 전주시 완산구 효자동1가 578-2,35.80313415,127.1173781,다가구주택(3가구),3,1990-10-10
전북특별자치도 전주시 덕진구 안골2길 16-7,전북특별자치도 전주시 덕진구 인후동1가 762-19,35.83884841,127.1577511,다가구주택(3가구),3,1990-10-11
전북특별자치도 전주시 완산구 신봉1길 5-1,전북특별자치도 전주시 완산구 효자동1가 619-5,35.81065964,127.1176139,"주택, 대피소, 점포, 화장실",2,1990-10-15
전북특별자치도 전주시 덕진구 도당산로 41,전북특별자치도 전주시 덕진구 우아동3가 751-75,35.84567411,127.1576544,"근린및단독(4가구)주택, 변소",4,1990-10-16
전북특별자치도 전주시 덕진구 안골2길 11-3,전북특별자치도 전주시 덕진구 인후동1가 758-2,35.83947325,127.1567182,다가구주택(2가구),2,1990-11-05
전북특별자치도 전주시 덕진구 사평2길 26,전북특별자치도 전주시 덕진구 덕진동1가 1390,35.84186615,127.1203871,다가구3세대,3,1990-11-15
전북특별자치도 전주시 완산구 신봉1길 12-3,전북특별자치도 전주시 완산구 효자동1가 614-3,35.81104919,127.1170398,단독주택(3가구),3,1990-11-19
전북특별자치도 전주시 덕진구 안골1길 3-6,전북특별자치도 전주시 덕진구 인후동1가 765-11,35.83833322,127.1565365,"다가구주택(3가구), 화장실",3,1990-11-23
전북특별자치도 전주시 덕진구 안골2길 19-1,전북특별자치도 전주시 덕진구 인후동1가 760-18,35.83962714,127.1576465,다가구주택(3가구),3,1990-11-28
전북특별자치도 전주시 덕진구 거북바우로 21-2,전북특별자치도 전주시 덕진구 금암동 1569-18,35.83686696,127.1408734,단독주택(다가구주택(3가구)),3,1990-11-29
전북특별자치도 전주시 완산구 거마평로 110,전북특별자치도 전주시 완산구 삼천동1가 559,35.80213485,127.1169895,"제1,2종근린생활시설, 단독주택",4,1990-11-29
전북특별자치도 전주시 완산구 효동2길 20-28,전북특별자치도 전주시 완산구 효자동1가 201-41,35.80469595,127.1254125,"단독주택(2가구), 변소",4,1990-11-30
전북특별자치도 전주시 완산구 따박골2길 3-8,전북특별자치도 전주시 완산구 중화산동2가 544-4,35.81137568,127.1253857,"근린생활시설, 주택",2,1990-12-01
전북특별자치도 전주시 덕진구 팔복5길 20-19,전북특별자치도 전주시 덕진구 팔복동2가 235-5,35.85118532,127.1041834,다가구주택(4가구),4,1990-12-06
전북특별자치도 전주시 완산구 송정로 11-14,전북특별자치도 전주시 완산구 효자동1가 576-1,35.80325009,127.1181668,다가구주택,6,1990-12-06
전북특별자치도 전주시 덕진구 사평4길 25,전북특별자치도 전주시 덕진구 덕진동1가 1360-73,35.84339446,127.1216844,단독주택,5,1990-12-07
전북특별자치도 전주시 덕진구 안골2길 16-2,전북특별자치도 전주시 덕진구 인후동1가 763-2,35.83901481,127.1573871,다가구주택(3가구),3,1990-12-07
전북특별자치도 전주시 완산구 견훤왕궁2길 24,전북특별자치도 전주시 완산구 중노송동 415-4,35.82825901,127.1515724,단독주택(3가구),3,1990-12-07
전북특별자치도 전주시 완산구 신봉2길 11-3,전북특별자치도 전주시 완산구 효자동1가 596-7,35.81104797,127.1193739,단독주택(3가구),4,1990-12-19
전북특별자치도 전주시 완산구 밤나무1길 8-3,전북특별자치도 전주시 완산구 효자동1가 630-2,35.80953838,127.1165022,단독주택,4,1990-12-20
전북특별자치도 전주시 덕진구 모래내8길 6-10,전북특별자치도 전주시 덕진구 금암동 121-52,35.8364334,127.1446366,단독주택(3가구용),3,1990-12-21
전북특별자치도 전주시 덕진구 모래내9길 5-5,전북특별자치도 전주시 덕진구 금암동 121-71,35.83638257,127.1444891,단독주택(3가구용),3,1990-12-21
전북특별자치도 전주시 덕진구 도당산4길 53-15,전북특별자치도 전주시 덕진구 우아동3가 750-66,35.84545667,127.1561826,주택(3가구용),3,1990-12-21
전북특별자치도 전주시 완산구 송정로 16-9,전북특별자치도 전주시 완산구 삼천동1가 563-5,35.80150342,127.1185614,단독주택(다가구3),3,1990-12-26
전북특별자치도 전주시 완산구 신봉3길 11-7,전북특별자치도 전주시 완산구 효자동1가 601-7,35.81169889,127.1172407,단독주택(3가구),3,1990-12-26
전북특별자치도 전주시 완산구 따박골6길 41-14,전북특별자치도 전주시 완산구 중화산동2가 538-5,35.81056899,127.1275854,다가구주택(3가구),3,1991-01-11
전북특별자치도 전주시 덕진구 삼송5길 14-12,전북특별자치도 전주시 덕진구 금암동 1546-2,35.84325848,127.1376181,"단독주택,다중주택",7,1991-01-14
전북특별자치도 전주시 덕진구 안골2길 16-5,전북특별자치도 전주시 덕진구 인후동1가 762-4,35.83894715,127.1577105,단독주택(3가구),3,1991-01-18
전북특별자치도 전주시 덕진구 우아5길 9-2,전북특별자치도 전주시 덕진구 우아동3가 747-103,35.84958116,127.1552916,다가구주택(3가구),3,1991-01-19
전북특별자치도 전주시 덕진구 우아5길 9-4,전북특별자치도 전주시 덕진구 우아동3가 747-104,35.84947736,127.1553421,다가구주택(3가구),3,1991-01-19
전북특별자치도 전주시 완산구 밤나무1길 16,전북특별자치도 전주시 완산구 효자동1가 630-5,35.80922115,127.1164879,다가구주택,4,1991-01-19
전북특별자치도 전주시 덕진구 우아9길 21,전북특별자치도 전주시 덕진구 우아동3가 743-112,35.85164455,127.1580086,단독주택다가구,3,1991-01-20
전북특별자치도 전주시 덕진구 도당산4길 49-2,전북특별자치도 전주시 덕진구 우아동3가 750-69,35.84623632,127.1559951,단독주택(3가구),3,1991-01-20
전북특별자치도 전주시 완산구 신봉3길 37,전북특별자치도 전주시 완산구 효자동1가 607-1,35.81231948,127.1144572,"제1종근린생활시설, 다가구주택",4,1991-01-21
전북특별자치도 전주시 덕진구 안골6길 12-2,전북특별자치도 전주시 덕진구 우아동3가 756-11,35.84352181,127.1550995,다가구주택,3,1991-01-23
전북특별자치도 전주시 덕진구 도당산4길 61-3,전북특별자치도 전주시 덕진구 우아동3가 750-23,35.84576679,127.1550696,단독주택(3가구),3,1991-01-24
전북특별자치도 전주시 완산구 외칠봉4길 9,전북특별자치도 전주시 완산구 효자동1가 30,35.80538046,127.1360226,다가구주택,15,1991-01-24
전북특별자치도 전주시 완산구 송정3길 24,전북특별자치도 전주시 완산구 삼천동1가 562-8,35.80110437,127.1181681,단독주택(2가구),3,1991-01-28
전북특별자치도 전주시 덕진구 안골6길 12,전북특별자치도 전주시 덕진구 우아동3가 756-1,35.84361262,127.1550604,"근린생활시설, 주택(2가구)",2,1991-01-29
전북특별자치도 전주시 완산구 신봉1길 18,전북특별자치도 전주시 완산구 효자동1가 613-5,35.81082478,127.1164761,단독주택,4,1991-02-01
전북특별자치도 전주시 완산구 송정로 20-7,전북특별자치도 전주시 완산구 삼천동1가 564-3,35.80175671,127.1189834,단독주택(다가구3가구),3,1991-02-03
전북특별자치도 전주시 완산구 신봉2길 3-4,전북특별자치도 전주시 완산구 효자동1가 597-10,35.81105228,127.118846,"단독주택(다가구주택), 변소",4,1991-02-05
전북특별자치도 전주시 완산구 신봉3길 11-8,전북특별자치도 전주시 완산구 효자동1가 602-4,35.81174399,127.1170219,단독주택(3가구),3,1991-02-06
,전북특별자치도 전주시 덕진구 우아동2가 1570-18,,,단독주택(3가구),3,1991-02-19
전북특별자치도 전주시 덕진구 백동로 40-1,전북특별자치도 전주시 덕진구 인후동2가 1570-18,35.84788741,127.1509198,단독주택(3가구),3,1991-02-19
전북특별자치도 전주시 덕진구 팽나무3길 27-3,전북특별자치도 전주시 덕진구 인후동1가 777-3,35.83414901,127.154121,다가구주택(3가구),3,1991-03-07
전북특별자치도 전주시 완산구 꽃밭정1길 13,전북특별자치도 전주시 완산구 평화동1가 596-36,35.79733675,127.133314,주택,3,1991-03-10
전북특별자치도 전주시 덕진구 우아9길 27,전북특별자치도 전주시 덕진구 우아동3가 743-129,35.85184757,127.1585818,단독주택(3가구),3,1991-03-12
전북특별자치도 전주시 덕진구 팽나무3길 27-5,전북특별자치도 전주시 덕진구 인후동1가 777-4,35.83417392,127.1542333,단독주택(3가구),3,1991-03-12
전북특별자치도 전주시 덕진구 덕진연못1길 18-11,전북특별자치도 전주시 덕진구 덕진동1가 1314-217,35.84560916,127.1246297,단독주택(다가구주택),8,1991-03-14
전북특별자치도 전주시 완산구 신봉1길 3,전북특별자치도 전주시 완산구 효자동1가 619-7,35.81066687,127.1179648,"근린생활시설, 주택",2,1991-03-21
전북특별자치도 전주시 완산구 신봉5길 9-3,전북특별자치도 전주시 완산구 효자동1가 608-5,35.811736,127.1152124,"단독주택(4가구), 대피소, 샤워실",4,1991-03-27
전북특별자치도 전주시 완산구 신봉1길 17,전북특별자치도 전주시 완산구 효자동1가 620-5,35.81064007,127.1164287,"단독주택(4가구), 근린생활시설(점포), 대피소, 변소, 창고",4,1991-04-03
전북특별자치도 전주시 완산구 성지산2길 22-8,전북특별자치도 전주시 완산구 효자동1가 553-3,35.80501087,127.1215335,단독주택,6,1991-04-09
전북특별자치도 전주시 덕진구 도당산4길 41-4,전북특별자치도 전주시 덕진구 우아동3가 751-33,35.84638829,127.1568791,"단독주택, 다가구(3가구)",3,1991-04-10
전북특별자치도 전주시 덕진구 송천3길 38-10,전북특별자치도 전주시 덕진구 송천동1가 443-29,35.86073576,127.1180106,단독주택(5가구),5,1991-04-29
전북특별자치도 전주시 덕진구 도당산4길 53-9,전북특별자치도 전주시 덕진구 우아동3가 750-63,35.84576275,127.1560297,단독주택(3세대),3,1991-04-30
전북특별자치도 전주시 덕진구 반태산4길 22-5,전북특별자치도 전주시 덕진구 인후동1가 698-5,35.83137608,127.1492165,"다가구주택(3가구), 대피소",3,1991-05-09
전북특별자치도 전주시 완산구 따박골5길 51-1,전북특별자치도 전주시 완산구 중화산동2가 539-5,35.81058387,127.127151,단독주택(3가구),3,1991-05-09
전북특별자치도 전주시 완산구 신봉1길 13,전북특별자치도 전주시 완산구 효자동1가 619-1,35.81064014,127.1169104,"주택, 근린생활시설(점포), 대피소, 화장실",2,1991-05-09
전북특별자치도 전주시 완산구 견훤왕궁2길 22-2,전북특별자치도 전주시 완산구 중노송동 416,35.82833299,127.1518659,단독주택(다가-3가구),6,1991-05-11
전북특별자치도 전주시 완산구 따박골6길 8,전북특별자치도 전주시 완산구 효자동1가 157-32,35.80757816,127.1298471,다가구주택,4,1991-05-17
전북특별자치도 전주시 덕진구 안골3길 19-12,전북특별자치도 전주시 덕진구 인후동1가 752-17,35.84120302,127.1572772,단독주택(3가구),3,1991-05-23
전북특별자치도 전주시 덕진구 건지1길 6-1,전북특별자치도 전주시 덕진구 금암동 1591-26,35.84350186,127.1402407,단독주택,4,1991-05-29
전북특별자치도 전주시 완산구 따박골6길 25-1,전북특별자치도 전주시 완산구 중화산동2가 551-4,35.80895169,127.1287553,다가구주택(6),6,1991-06-01
전북특별자치도 전주시 덕진구 매봉11길 13-3,전북특별자치도 전주시 덕진구 금암동 1578-6,35.84056394,127.142839,주택(2가구),2,1991-06-04
전북특별자치도 전주시 덕진구 건지2길 9-10,전북특별자치도 전주시 덕진구 금암동 1592-17,35.84404501,127.1408044,단독다가구주택(3가구),3,1991-06-05
전북특별자치도 전주시 완산구 신봉2길 1,전북특별자치도 전주시 완산구 효자동1가 598-9,35.81088214,127.1184686,"근린생활시설, 단독주택(2가구), 변소",2,1991-06-05
전북특별자치도 전주시 완산구 성지산1길 8-4,전북특별자치도 전주시 완산구 효자동1가 562-3,35.80405614,127.1233261,단독주택(4가구),4,1991-06-07
전북특별자치도 전주시 완산구 서원로 208,전북특별자치도 전주시 완산구 효자동1가 593-2,35.81253743,127.1171437,"근린생활시설, 주택",4,1991-06-07
전북특별자치도 전주시 덕진구 견훤왕궁로 94-21,전북특별자치도 전주시 덕진구 인후동1가 157-111,35.82921326,127.1548301,"단독주택(2가구), 화장실",2,1991-06-11
전북특별자치도 전주시 덕진구 우아6길 14-2,전북특별자치도 전주시 덕진구 우아동3가 744-109,35.85034231,127.1574061,단독주택(3가구),3,1991-06-14
전북특별자치도 전주시 완산구 오두정2길 20,전북특별자치도 전주시 완산구 효자동1가 384-12,35.80817888,127.1175567,단독주택(3가구),3,1991-06-23
전북특별자치도 전주시 완산구 신봉5길 5-3,전북특별자치도 전주시 완산구 효자동1가 607-6,35.81160075,127.1148015,"근린생활시설, 다가구주택(4가구)",4,1991-06-23
전북특별자치도 전주시 완산구 신봉5길 10-5,전북특별자치도 전주시 완산구 효자동1가 611-10,35.81138662,127.1156457,단독주택(2가구),2,1991-07-01
전북특별자치도 전주시 덕진구 안골3길 19-8,전북특별자치도 전주시 덕진구 인후동1가 752-19,35.8410656,127.1573339,단독주택(3가구),3,1991-07-02
전북특별자치도 전주시 완산구 신봉1길 11,전북특별자치도 전주시 완산구 효자동1가 619-2,35.81064322,127.1170827,"근린생활시설, 주택",2,1991-07-02
전북특별자치도 전주시 덕진구 삼송3길 5,전북특별자치도 전주시 덕진구 금암동 626-26,35.84206992,127.1348211,"단독주택(3가구), 제2종근린생활시설",3,1991-07-03
전북특별자치도 전주시 덕진구 명주1길 20-2,전북특별자치도 전주시 덕진구 인후동2가 1527-10,35.84189834,127.1456921,"단독주택(2가구), 창고",2,1991-07-05
전북특별자치도 전주시 덕진구 거북바우로 123-2,전북특별자치도 전주시 덕진구 인후동2가 1549-14,35.84279017,127.1490456,"단독주택(3가구), 창고",3,1991-07-06
